Position,UniqId,Block,Trt,ML,Species,Combos,Of_exp,TotalProjStr,AreaConvexHull,MaxWidth,rootangle_right,rootangle_left,AvAng
31,31R,1,Inter,Ip-4.15,P,Ihed-4.15-Ip-4.15,O,831.5184937,150.1935883,11.72401714,47.20000076,60.90000153,35.94999886
321,321R,2,Alone,Ihed-4.12,H,Ihed-4.12,O,238.6686707,65.84820557,7.906133175,60,103,30
323,323L,2,Intra,Ihed-4.9,H,Ihed-4.3-Ihed-4.9,O,344.6612854,70.28613281,6.980337143,59.79999924,33.5,43.35000038
323,323R,2,Intra,Ihed-4.3,H,Ihed-4.3-Ihed-4.9,O,330.1539001,69.2562561,6.709971905,90.90000153,51.5,38.5
324,324R,2,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.12,O,503.7895813,79.39893341,6.898408413,76.90000153,97.19999695,13.09999847
328,328L,2,Inter,Ihed-4.3,H,Ihed-4.3-Ip-4.12,O,253.530426,51.65007401,4.66994381,84.59999847,38.5,28.45000077
328,328R,2,Inter,Ip-4.12,P,Ihed-4.3-Ip-4.12,O,296.292511,57.04262924,4.08005619,79.19999695,86.90000153,6.95000076
32,32R,1,Inter,Ihed-4.2,H,Ihed-4.2-Ip-4.17,O,314.3186951,79.12258148,9.897004128,30.5,59.09999847,45.20000077
333,333L,2,Alone,Ip-4.15,P,Ip-4.15,O,354.129364,65.1210556,7.807818413,62.90000153,87.90000153,14.59999847
339,339L,2,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.15,O,215.0549927,51.0464325,5.407303333,57.59999847,89.19999695,16.60000229
339,339R,2,Intra,Ihed-4.15,H,Ihed-4.12-Ihed-4.15,O,399.7861938,84.35236359,8.29119873,58.70000076,92.30000305,31.29999924
33,33L,1,Intra,Ihed-4.7,H,Ihed-4.4-Ihed-4.7,O,297.4317932,94.29971313,10.39676952,42.90000153,80.30000305,28.39999771
33,33R,1,Intra,Ihed-4.4,H,Ihed-4.4-Ihed-4.7,O,243.2694702,60.31005859,7.324438095,69.80000305,76,17.09999848
340,340L,2,Intra,Ihed-4.9,H,Ihed-4.15-Ihed-4.9,O,156.8999329,33.17094803,4.53885746,63.29999924,74.90000153,20.89999962
340,340R,2,Intra,Ihed-4.15,H,Ihed-4.15-Ihed-4.9,O,207.6809692,34.80956268,3.809690952,73.90000153,91.59999847,16.09999847
34,34L,1,Intra,Ihed-4.3,H,Ihed-4.1-Ihed-4.3,O,481.7787476,81.00311279,8.209269524,58.70000076,73.19999695,24.05000115
34,34R,1,Intra,Ihed-4.1,H,Ihed-4.1-Ihed-4.3,O,269.3126221,46.82457352,3.908005714,88.80000305,86.59999847,2.29999924
351,351L,2,Inter,Ihed-4.7,H,Ihed-4.7-Ip-4.18,O,158.0310822,40.93631363,3.613061905,78.69999695,109.4000015,11.30000305
351,351R,2,Inter,Ip-4.18,P,Ihed-4.7-Ip-4.18,O,635.6566162,131.8910675,10.47050571,23.89999962,71.90000153,42.09999943
353,353L,2,Inter,Ihed-4.4,H,Ihed-4.4-Ip-4.15,O,363.7062378,75.44294739,8.242041588,57.29999924,75.19999695,23.75000191
353,353R,2,Inter,Ip-4.15,P,Ihed-4.4-Ip-4.15,O,480.9171143,71.20310211,7.897940159,45.5,67.59999847,33.45000077
358,358L,2,Inter,Ihed-4.3,H,Ihed-4.3-Ip-4.18,O,281.5990601,52.93978119,4.588015079,77.90000153,90.69999695,12.09999847
358,358R,2,Inter,Ip-4.18,P,Ihed-4.3-Ip-4.18,O,254.7855072,47.81497955,4.309456825,70.69999695,46.79999924,31.25000191
35,35L,1,Alone,Ip-4.13,P,Ip-4.13,O,542.1881104,89.66840363,7.201544762,54.20000076,94.19999695,35.79999924
368,368L,2,Alone,Ip-4.12,P,Ip-4.12,O,414.3017578,89.0866394,8.602527618,17.10000038,61.59999847,50.65000058
369,369R,2,Inter,Ip-4.17,P,Ihed-4.12-Ip-4.17,O,367.6807861,65.92317963,6.251170635,69.09999847,62.40000153,24.25
36,36L,1,Intra,Ihed-4.3,H,Ihed-4.3-Ihed-4.7,O,218.9660034,63.23865128,7.832396984,32.79999924,88.40000153,29.39999962
36,36R,1,Intra,Ihed-4.7,H,Ihed-4.3-Ihed-4.7,O,238.9593964,42.74824142,4.579822063,75.40000153,0,52.29999924
370,370R,2,Intra,Ihed-4.4,H,Ihed-4.1-Ihed-4.4,O,467.295105,110.5807495,11.25702286,53.70000076,93.59999847,36.29999924
37,37L,1,Intra,Ihed-4.1,H,Ihed-4.1-Ihed-4.4,O,135.2910004,26.01358604,3.645833254,91.30000305,87.5,2.5
38,38L,1,Inter,Ip-4.16,P,Ihed-4.12-Ip-4.16,O,165.1746674,28.65388298,3.342696667,86.69999695,14.10000038,39.60000134
39,39L,1,Inter,Ip-4.16,P,Ihed-4.7-Ip-4.16,O,275.2584534,42.78435516,6.038155556,69.5,20.60000038,44.94999981
3,3L,1,Inter,Ip-4.13,P,Ihed-4.2-Ip-4.13,O,311.2902222,48.63663864,4.473314762,68.90000153,89.19999695,10.95000076
3,3R,1,Inter,Ihed-4.2,H,Ihed-4.2-Ip-4.13,O,216.3503571,61.5450592,7.807818413,55.40000153,67.59999847,28.5
40,40L,1,Inter,Ip-4.12,P,Ihed-4.9-Ip-4.12,O,294.4975281,47.62482071,5.718633175,68.59999847,95.09999847,21.40000153
410,410L,2,Inter,Ip-4.14,P,Ihed-4.7-Ip-4.14,O,449.138092,104.4837952,8.283005714,35.5,91.69999695,54.5
410,410R,2,Inter,Ihed-4.7,H,Ihed-4.7-Ip-4.14,O,295.6918335,87.35955811,8.274812698,85.80000305,65.5,14.34999848
419,419R,2,Inter,Ihed-4.2,H,Ihed-4.2-Ip-4.12,O,496.1324158,72.25922394,6.587078571,60.5,92.40000153,29.5
41,41L,1,Inter,Ip-4.14,P,Ihed-4.15-Ip-4.14,O,218.0865479,44.4813652,4.014513016,77.69999695,86.19999695,8.05000305
420,420R,2,Alone,Ihed-4.4,H,Ihed-4.4,O,183.5844269,44.82503891,6.72635746,94,78.80000305,11.19999695
424,424R,2,Intra,Ihed-4.3,H,Ihed-4.15-Ihed-4.3,O,169.4043732,91.1680069,9.487360001,85.69999695,86.90000153,3.70000076
426,426L,2,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.15,O,158.6452789,52.40192032,5.259831429,54.5,110.5,35.5
426,426R,2,Inter,Ip-4.15,P,Ihed-4.12-Ip-4.15,O,279.0889587,68.02837372,6.464185238,78.40000153,121.8000031,11.59999847
427,427L,2,Intra,Ihed-4.9,H,Ihed-4.12-Ihed-4.9,O,203.0109406,58.4514122,7.676732063,101.4000015,71.59999847,18.40000153
427,427R,2,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.9,O,254.2414246,60.39174652,6.873829365,79.40000153,96.90000153,10.59999847
430,430L,2,Intra,Ihed-4.4,H,Ihed-4.3-Ihed-4.4,O,200.443985,47.65690613,7.029494286,82,45.29999924,26.35000038
430,430R,2,Intra,Ihed-4.3,H,Ihed-4.3-Ihed-4.4,O,170.6179504,45.02285004,4.948502064,86.80000305,96.40000153,3.19999695
433,433L,2,Inter,Ihed-4.9,H,Ihed-4.9-Ip-4.17,O,200.4575348,51.80183792,6.947565556,86.30000305,41.5,26.09999848
433,433R,2,Inter,Ip-4.17,P,Ihed-4.9-Ip-4.17,O,408.121582,76.39133453,7.365402699,57.90000153,57.59999847,32.25
436,436L,2,Intra,Ihed-4.4,H,Ihed-4.1-Ihed-4.4,O,225.3408203,42.14681625,5.194288254,74.90000153,90.80000305,15.09999847
439,439L,2,Inter,Ihed-4.7,H,Ihed-4.7-Ip-4.15,O,185.3476257,70.66867065,8.356741905,64.80000305,100.4000015,25.19999695
440,440L,2,Alone,Ihed-4.4,H,Ihed-4.4,O,235.3482513,44.67522049,4.784644127,80.30000305,38.79999924,30.44999886
442,442L,2,Intra,Ihed-4.2,H,Ihed-4.2-Ihed-4.7,O,341.1479187,61.82577133,5.374531746,73.80000305,110.6999969,16.19999695
442,442R,2,Intra,Ihed-4.7,H,Ihed-4.2-Ihed-4.7,O,143.5041046,32.22034836,4.047284603,83.40000153,100.8000031,6.59999847
444,444L,2,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.11,O,244.8784485,72.34822845,8.520599365,84.80000305,40.09999847,27.54999924
444,444R,2,Inter,Ip-4.11,P,Ihed-4.12-Ip-4.11,O,370.8866272,58.03195953,6.865636826,63.40000153,108.9000015,26.59999847
445,445L,2,Inter,Ip-4.17,P,Ihed-4.7-Ip-4.17,O,372.7107849,66.64260864,6.636236191,74.59999847,104.6999969,15.40000153
450,450R,2,Inter,Ihed-4.9,H,Ihed-4.9-Ip-4.17,O,225.1205597,61.04975891,6.914793968,71.69999695,30,39.15000153
453,453L,2,Inter,Ip-4.18,P,Ihed-4.15-Ip-4.18,O,170.4660645,31.90177917,5.014044762,111.5999985,67.90000153,22.09999847
453,453R,2,Inter,Ihed-4.15,H,Ihed-4.15-Ip-4.18,O,130.4113617,39.83636475,7.029494286,45.90000153,101.0999985,44.09999847
454,454L,2,Inter,Ip-4.12,P,Ihed-4.2-Ip-4.12,O,407.6533203,78.82080078,8.430477142,66.09999847,66.30000305,23.79999924
454,454R,2,Inter,Ihed-4.2,H,Ihed-4.2-Ip-4.12,O,143.3974457,47.99977112,10.69990635,85,89,3
455,455L,2,Alone,Ihed-4.3,H,Ihed-4.3,O,208.6716614,46.55239105,6.259363174,86.5,109.0999985,3.5
459,459R,2,Intra,Ihed-4.7,H,Ihed-4.7-Ihed-4.9,O,148.8839569,45.40384293,6.038155556,97.19999695,69.80000305,20.19999695
45,45R,1,Inter,Ip-4.18,P,Ihed-4.7-Ip-4.18,O,344.3227234,56.29118347,7.22612381,78.19999695,91.09999847,11.80000305
460,460L,2,Intra,Ihed-4.2,H,Ihed-4.15-Ihed-4.2,O,247.6517944,88.09140778,11.31437302,12.30000019,58.79999924,54.45000029
460,460R,2,Intra,Ihed-4.15,H,Ihed-4.15-Ihed-4.2,O,208.5405731,55.06410217,8.58614254,54.5,100.1999969,35.5
461,461L,2,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.4,O,249.0319366,53.42930984,9.200608253,79.69999695,96.5,10.30000305
462,462R,2,Inter,Ip-4.16,P,Ihed-4.2-Ip-4.16,O,410.5706787,75.99611664,8.045412064,60.09999847,103.6999969,29.90000153
463,463L,2,Inter,Ihed-4.9,H,Ihed-4.9-Ip-4.12,O,414.6036682,84.154953,9.315308571,66.5,99.09999847,23.5
463,463R,2,Inter,Ip-4.12,P,Ihed-4.9-Ip-4.12,O,453.0344238,73.00026703,7.963483334,66.69999695,107.4000015,23.30000305
466,466L,2,Intra,Ihed-4.15,H,Ihed-4.15-Ihed-4.7,O,184.9685059,44.96901703,8.020833015,57.20000076,73.09999847,24.85000039
466,466R,2,Intra,Ihed-4.7,H,Ihed-4.15-Ihed-4.7,O,166.1406403,34.18457794,3.793305159,70.40000153,27.10000038,41.24999905
468,468R,2,Inter,Ip-4.15,P,Ihed-4.1-Ip-4.15,O,320.5717773,76.7050705,14.28019619,136.8000031,61.40000153,28.59999847
470,470L,2,Alone,Ihed-4.7,H,Ihed-4.7,O,161.179184,39.89476013,5.743211746,66.69999695,74.5,19.40000153
473,473L,2,Intra,Ihed-4.2,H,Ihed-4.2-Ihed-4.3,O,243.8919983,49.69638062,7.062265873,63.5,97.5,26.5
473,473R,2,Intra,Ihed-4.3,H,Ihed-4.2-Ihed-4.3,O,347.6160583,58.27729416,7.193352222,112.5,60.79999924,29.20000076
478,478R,3,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.9,O,162.7819824,38.36434937,4.932116032,81.5,97.90000153,8.5
481,481L,3,Alone,Ip-4.12,P,Ip-4.12,O,293.8401489,70.60174561,8.135533333,51.70000076,97.5,38.29999924
484,484L,3,Intra,Ihed-4.2,H,Ihed-4.15-Ihed-4.2,O,155.7769318,60.76817703,4.784644127,69.09999847,44.59999847,33.15000153
488,488L,3,Alone,Ip-4.11,P,Ip-4.11,O,283.3253479,51.79512787,5.841526031,54.59999847,100.3000031,35.40000153
502,502L,3,Intra,Ihed-4.15,H,Ihed-4.1-Ihed-4.15,O,240.7353058,55.11571884,9.102293968,72.80000305,96.40000153,17.19999695
502,502R,3,Intra,Ihed-4.1,H,Ihed-4.1-Ihed-4.15,O,120.9065704,33.93648911,5.522003651,114.4000015,61.20000076,28.79999924
504,504L,3,Inter,Ihed-4.15,H,Ihed-4.15-Ip-4.18,O,205.1500397,54.20236969,7.602996349,68.30000305,130.6999969,21.69999695
504,504R,3,Inter,Ip-4.18,P,Ihed-4.15-Ip-4.18,O,406.3633728,77.48940277,9.04494381,64.59999847,109.8000031,25.40000153
510,510R,3,Inter,Ihed-4.3,H,Ihed-4.3-Ip-4.18,O,184.8037109,38.07081985,5.677668571,91.90000153,75.69999695,14.30000305
511,511L,3,Inter,Ihed-4.1,H,Ihed-4.1-Ip-4.14,O,152.6723785,73.80366516,8.078183174,70.80000305,60.29999924,24.44999886
515,515L,3,Intra,Ihed-4.7,H,Ihed-4.7-Ihed-4.9,O,268.598877,56.02087784,5.636703968,66.09999847,124.1999969,23.90000153
515,515R,3,Intra,Ihed-4.9,H,Ihed-4.7-Ihed-4.9,O,147.2661591,36.00704575,5.440074921,102.5999985,76.59999847,13.40000153
517,517L,3,Inter,Ip-4.12,P,Ihed-4.2-Ip-4.12,O,186.4313202,37.33823395,4.45692873,79.80000305,90,10.19999695
518,518L,3,Intra,Ihed-4.1,H,Ihed-4.1-Ihed-4.2,O,229.3696899,37.19774628,5.341760159,81,44.79999924,27.10000038
518,518R,3,Intra,Ihed-4.2,H,Ihed-4.1-Ihed-4.2,O,200.6797791,60.61654282,8.520599365,100.5999985,72.80000305,17.19999695
519,519L,3,Intra,Ihed-4.15,H,Ihed-4.15-Ihed-4.7,O,174.7375488,52.69350433,7.349016666,76.19999695,46.90000153,28.45000076
519,519R,3,Intra,Ihed-4.7,H,Ihed-4.15-Ihed-4.7,O,213.8354187,58.32307434,8.971207619,79.19999695,62.79999924,19.00000191
523,523L,3,Intra,Ihed-4.4,H,Ihed-4.3-Ihed-4.4,O,274.8776245,89.39487457,10.0690546,66.69999695,105.9000015,23.30000305
523,523R,3,Intra,Ihed-4.3,H,Ihed-4.3-Ihed-4.4,O,411.1197205,63.49076462,6.521535397,65,50.70000076,32.14999962
525,525L,3,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.3,O,171.8928528,61.81905746,11.74859524,47.90000153,111,42.09999847
525,525R,3,Intra,Ihed-4.3,H,Ihed-4.12-Ihed-4.3,O,151.2721252,32.92782593,4.596208096,69.90000153,82.09999847,14
528,528L,3,Intra,Ihed-4.2,H,Ihed-4.12-Ihed-4.2,O,130.986908,32.94689178,7.856975555,23.60000038,47.70000076,54.34999943
528,528R,3,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.2,O,212.8615417,40.79085922,5.538389683,89.40000153,85.80000305,2.39999771
530,530L,3,Inter,Ip-4.12,P,Ihed-4.1-Ip-4.12,O,416.7812805,94.88193512,9.307116508,46.59999847,132.6999969,43.40000153
530,530R,3,Inter,Ihed-4.1,H,Ihed-4.1-Ip-4.12,O,195.8440552,70.97824097,9.536517143,116.1999969,57.59999847,32.40000153
531,531L,3,Inter,Ip-4.18,P,Ihed-4.2-Ip-4.18,O,278.2254028,60.18903351,8.831929207,53.90000153,98.80000305,36.09999847
531,531R,3,Inter,Ihed-4.2,H,Ihed-4.2-Ip-4.18,O,262.8634644,76.60747528,10.94569302,54.90000153,62.20000076,31.44999886
532,532L,3,Intra,Ihed-4.2,H,Ihed-4.2-Ihed-4.4,O,305.8120117,90.54429626,13.22331429,37.09999847,94.5,52.90000153
532,532R,3,Intra,Ihed-4.4,H,Ihed-4.2-Ihed-4.4,O,197.5758514,45.88417816,7.47191,115.3000031,53.20000076,36.79999924
533,533R,3,Inter,Ihed-4.4,H,Ihed-4.4-Ip-4.18,O,224.7250977,74.14800262,9.397237778,73.30000305,98.80000305,16.69999695
53,53L,1,Alone,Ip-4.14,P,Ip-4.14,O,290.9707336,44.77576828,5.218866825,54.59999847,84.19999695,20.60000229
541,541L,3,Inter,Ihed-4.9,H,Ihed-4.9-Ip-4.13,O,300.138916,84.66703796,12.46137619,28.10000038,81,35.44999981
541,541R,3,Inter,Ip-4.13,P,Ihed-4.9-Ip-4.13,O,256.3113403,66.60595703,5.694054127,86,63.59999847,15.20000077
542,542L,3,Alone,Ihed-4.15,H,Ihed-4.15,O,302.7635193,44.24905396,6.259363174,74.80000305,59.20000076,22.9999981
547,547L,3,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.13,O,229.0180664,63.97633743,9.192416191,130.8000031,33.09999847,56.90000153
547,547R,3,Inter,Ip-4.13,P,Ihed-4.12-Ip-4.13,O,291.6783447,100.5960846,8.364934921,27.60000038,101.8000031,62.39999962
548,548L,3,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.12,O,294.7993774,130.917984,11.92883873,41.79999924,54.40000153,41.89999962
548,548R,3,Inter,Ip-4.12,P,Ihed-4.12-Ip-4.12,O,171.3123016,36.46590042,4.071863174,79.40000153,45.29999924,27.64999962
549,549L,3,Inter,Ip-4.12,P,Ihed-4.9-Ip-4.12,O,209.6325226,47.86746979,6.087312698,63.40000153,99.30000305,26.59999847
549,549R,3,Inter,Ihed-4.9,H,Ihed-4.9-Ip-4.12,O,355.081604,55.83326721,7.488296032,114.8000031,75.90000153,14.09999847
54,54L,1,Inter,Ihed-4.7,H,Ihed-4.7-Ip-4.11,O,193.3035278,37.86213303,5.153324127,73.30000305,93.30000305,16.69999695
550,550R,3,Inter,Ip-4.16,P,Ihed-4.9-Ip-4.16,O,155.9716949,33.28539276,4.997659206,75.69999695,105.0999985,14.30000305
551,551L,3,Intra,Ihed-4.7,H,Ihed-4.12-Ihed-4.7,O,154.9099426,42.46303558,6.02996254,82.80000305,88.69999695,4.25
551,551R,3,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.7,O,193.2228241,44.39095306,6.701778889,86.09999847,91.80000305,3.90000153
552,552L,3,Inter,Ip-4.17,P,Ihed-4.2-Ip-4.17,O,271.9094849,52.64866638,6.488763809,65.5,99.30000305,24.5
553,553R,3,Inter,Ip-4.13,P,Ihed-4.4-Ip-4.13,O,320.4208984,93.34145355,7.578417778,45,97.59999847,45
556,556L,3,Intra,Ihed-4.1,H,Ihed-4.1-Ihed-4.2,O,180.8553925,55.28869629,3.613061905,74,103.8000031,16
559,559R,3,Inter,Ip-4.16,P,Ihed-4.15-Ip-4.16,O,296.3899536,58.05223083,5.65309,68,129.6000061,22
561,561L,3,Inter,Ihed-4.3,H,Ihed-4.3-Ip-4.12,O,197.6634827,106.9805222,8.356741905,84.80000305,67.80000305,13.69999695
561,561R,3,Inter,Ip-4.12,P,Ihed-4.3-Ip-4.12,O,292.5330505,68.43534088,5.382724762,69.59999847,105.8000031,20.40000153
562,562L,3,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.2,O,197.0834045,86.74853516,6.496956825,80.69999695,98,9.30000305
562,562R,3,Intra,Ihed-4.2,H,Ihed-4.12-Ihed-4.2,O,126.7482834,31.12751198,4.497893333,83,78.5,9.25
564,564L,3,Inter,Ip-4.14,P,Ihed-4.7-Ip-4.14,O,348.453949,81.97626495,8.766386032,10.10000038,92.19999695,79.89999962
564,564R,3,Inter,Ihed-4.7,H,Ihed-4.7-Ip-4.14,O,174.9946594,32.30834579,3.899812698,73.80000305,96.40000153,16.19999695
566,566L,3,Intra,Ihed-4.4,H,Ihed-4.12-Ihed-4.4,O,208.8965607,50.18705368,5.505618095,73.80000305,52.5,26.84999848
566,566R,3,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.4,O,161.2969208,40.26058197,3.12148881,79.09999847,50.09999847,25.40000153
567,567L,3,Inter,Ip-4.16,P,Ihed-4.7-Ip-4.16,O,342.7201233,80.972435,7.103230476,46.09999847,46,43.95000077
567,567R,3,Inter,Ihed-4.7,H,Ihed-4.7-Ip-4.16,O,239.8350525,97.95752716,9.716760635,41.90000153,103.0999985,48.09999847
569,569L,3,Inter,Ihed-4.2,H,Ihed-4.2-Ip-4.15,O,233.2312317,83.04225159,6.406835079,73.59999847,97.90000153,16.40000153
569,569R,3,Inter,Ip-4.15,P,Ihed-4.2-Ip-4.15,O,385.9729309,82.07889557,7.562031746,69.80000305,99.80000305,20.19999695
570,570L,3,Inter,Ip-4.17,P,Ihed-4.3-Ip-4.17,O,364.2970886,100.7734222,8.987593651,74.40000153,120.5,15.59999847
570,570R,3,Inter,Ihed-4.3,H,Ihed-4.3-Ip-4.17,O,241.1914368,113.9912872,7.422752857,66.80000305,101.8000031,23.19999695
571,571R,3,Intra,Ihed-4.4,H,Ihed-4.4-Ihed-4.7,O,448.2298889,102.1352234,8.160112381,82,63.90000153,17.04999924
573,573R,3,Alone,Ihed-4.12,H,Ihed-4.12,O,567.3410034,104.4809113,14.11633873,34.5,98.30000305,55.5
576,576L,3,Intra,Ihed-4.2,H,Ihed-4.2-Ihed-4.4,O,234.0768585,51.92245865,7.602996349,82.69999695,35.90000153,30.70000076
576,576R,3,Intra,Ihed-4.4,H,Ihed-4.2-Ihed-4.4,O,209.9253082,60.14667892,5.89887619,65.30000305,101.6999969,24.69999695
579,579R,3,Inter,Ip-4.17,P,Ihed-4.2-Ip-4.17,O,187.2741547,35.78083801,3.916198492,78.59999847,114.5,11.40000153
582,582L,3,Inter,Ip-4.17,P,Ihed-4.3-Ip-4.17,O,157.8063812,101.576416,6.578885555,55.09999847,102.0999985,34.90000153
582,582R,3,Inter,Ihed-4.3,H,Ihed-4.3-Ip-4.17,O,205.065918,46.21294785,3.826076746,77.69999695,59,21.65000153
583,583L,3,Intra,Ihed-4.9,H,Ihed-4.4-Ihed-4.9,O,302.7985535,117.3124161,8.881086349,94.80000305,84.69999695,5.30000305
583,583R,3,Intra,Ihed-4.4,H,Ihed-4.4-Ihed-4.9,O,238.9934998,102.7134171,7.062265873,87.90000153,153.1000061,2.09999847
586,586L,3,Intra,Ihed-4.7,H,Ihed-4.3-Ihed-4.7,O,368.3270569,142.2298737,12.83005619,68.69999695,120.6999969,21.30000305
589,589L,3,Intra,Ihed-4.2,H,Ihed-4.2-Ihed-4.3,O,239.3033447,131.8040009,8.102762222,55.5,70.69999695,26.90000153
589,589R,3,Intra,Ihed-4.3,H,Ihed-4.2-Ihed-4.3,O,217.8138885,153.8256989,10.6753273,103.3000031,67.90000153,22.09999847
58,58L,1,Intra,Ihed-4.3,H,Ihed-4.12-Ihed-4.3,O,90.06390381,19.13505363,3.064138651,78.80000305,52.90000153,24.14999771
58,58R,1,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.3,O,129.7379456,47.18630219,6.226591587,44.5,95.19999695,45.5
593,593L,3,Inter,Ip-4.14,P,Ihed-4.3-Ip-4.14,O,250.7259979,124.6669159,10.32303333,22.79999924,111.0999985,67.20000076
593,593R,3,Inter,Ihed-4.3,H,Ihed-4.3-Ip-4.14,O,390.3648682,73.3914566,7.504681587,70.90000153,52.79999924,28.14999962
594,594L,3,Alone,Ip-4.17,P,Ip-4.17,O,377.0441284,106.1934967,10.75725651,45.40000153,58.40000153,38.09999847
596,596L,3,Inter,Ip-4.14,P,Ihed-4.1-Ip-4.14,O,300.9155579,129.4611359,12.22378254,35.90000153,85.80000305,29.14999771
596,596R,3,Inter,Ihed-4.1,H,Ihed-4.1-Ip-4.14,O,257.7931519,147.8744049,12.01076794,29,150.1000061,61
597,597L,3,Inter,Ihed-4.9,H,Ihed-4.9-Ip-4.18,O,391.0649414,147.6049805,10.54424191,29.60000038,91.30000305,60.39999962
597,597R,3,Inter,Ip-4.18,P,Ihed-4.9-Ip-4.18,O,366.9016113,68.43634796,4.882958889,79.80000305,41.90000153,29.14999771
601,601L,3,Inter,Ihed-4.9,H,Ihed-4.9-Ip-4.16,O,217.1068878,74.97818756,6.947565556,56.90000153,92.19999695,33.09999847
601,601R,3,Inter,Ip-4.16,P,Ihed-4.9-Ip-4.16,O,427.9941406,88.51656342,8.094569206,69.69999695,102.0999985,20.30000305
606,606L,3,Inter,Ihed-4.9,H,Ihed-4.9-Ip-4.17,O,300.9332581,73.05986786,5.300796032,58.09999847,95.80000305,31.90000153
606,606R,3,Inter,Ip-4.17,P,Ihed-4.9-Ip-4.17,O,557.4325562,149.6510315,10.70809937,94.30000305,74.40000153,15.59999847
61,61L,1,Alone,Ihed-4.3,H,Ihed-4.3,O,213.4250336,62.22039032,6.439606667,52.5,101.6999969,37.5
63,63L,1,Inter,Ip-4.15,P,Ihed-4.7-Ip-4.15,O,350.0062866,86.49628448,10.0936327,26.10000038,93.69999695,63.89999962
64,64L,1,Inter,Ihed-4.4,H,Ihed-4.4-Ip-4.18,O,120.3933105,93.96067047,6.963951111,98.5,81.19999695,8.80000305
658,658L,3,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.18,O,197.3191681,76.40992737,4.219335079,78.19999695,68.30000305,16.75
658,658R,3,Inter,Ip-4.18,P,Ihed-4.12-Ip-4.18,O,131.0897675,61.56063461,3.244381905,77.69999695,106.9000015,12.30000305
66,66L,1,Inter,Ihed-4.3,H,Ihed-4.3-Ip-4.17,O,109.9750214,37.27252197,6.693586349,63.70000076,114,26.29999924
66,66R,1,Inter,Ip-4.17,P,Ihed-4.3-Ip-4.17,O,215.8849487,38.56424332,4.53885746,83.30000305,94.80000305,6.69999695
684,684L,3,Alone,Ihed-4.2,H,Ihed-4.2,O,165.653183,79.79247284,4.030899048,75,86.59999847,9.200000765
698,698L,3,Inter,Ip-4.14,P,Ihed-4.9-Ip-4.14,O,483.9938049,121.9692307,9.897004128,46.70000076,107.3000031,43.29999924
69,69L,1,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.12,O,290.0115662,69.38761902,10.03628254,43.90000153,106.6999969,46.09999847
69,69R,1,Inter,Ip-4.12,P,Ihed-4.12-Ip-4.12,O,250.2427063,34.84956741,3.580290318,84.30000305,79.5,8.099998475
6,6L,1,Alone,Ip-4.15,P,Ip-4.15,O,333.0583496,62.83798981,6.619850159,62.20000076,86.80000305,15.4999981
719,719L,4,Inter,Ihed-4.12,H,Ihed-4.12-Ip-4.16,O,252.0072327,158.1340179,11.87968159,50.59999847,36.79999924,46.30000115
719,719R,4,Inter,Ip-4.16,P,Ihed-4.12-Ip-4.16,O,577.0773926,104.1444244,8.963014603,63.29999924,87.59999847,14.55000115
71,71L,1,Intra,Ihed-4.12,H,Ihed-4.12-Ihed-4.15,O,348.5643921,74.40596008,7.979868889,66.80000305,85.80000305,13.69999695
71,71R,1,Intra,Ihed-4.15,H,Ihed-4.12-Ihed-4.15,O,219.6252136,44.73643494,8.201076508,84.80000305,95.09999847,5.19999695
722,722L,4,Intra,Ihed-4.9,H,Ihed-4.7-Ihed-4.9,O,235.1552887,89.5443573,5.472846508,56.79999924,33.90000153,44.64999962
722,722R,4,Intra,Ihed-4.7,H,Ihed-4.7-Ihed-4.9,O,143.7469177,52.85554123,3.670412064,74.90000153,86,9.549999235
727,727R,4,Inter,Ihed-4.4,H,Ihed-4.4-Ip-4.13,O,261.1397705,106.098114,8.717228889,60,93.59999847,30
72,72L,1,Alone,Ip-4.17,P,Ip-4.17,O,414.9414673,57.34562302,6.26755619,58.5,89.09999847,16.20000077
731,731L,4,Intra,Ihed-4.7,H,Ihed-4.2-Ihed-4.7,O,223.9547577,84.26208496,5.390917778,67.90000153,135.8000031,22.09999847
734,734L,4,Alone,Ip-4.14,P,Ip-4.14,O,443.7330017,143.7511597,11.65847397,63.70000076,48.20000076,34.04999924
