Id,Experiment,Population,Code,Species,ML,PrimaryRootLength,Angle_1,Angle_2,RootSystemWidth,AvAng,Total.Area
154,2,PA4,PA 4.11 Ip,Ip,PA 4.11 Ip,11.75959184,40.52506691,14.62016225,7.130878148,27.57261458,2.984
155,2,PA1,PA 1.2 Ihed,Ihed,PA 1.2 Ihed,10.78360544,35.28531885,40.93995212,8.636436904,38.11263549,5.730955227
156,1,PA1,PA 1.12 Ip,Ip,PA 1.12 Ip,13.89585034,43.5894166,12.564373,5.081703107,28.0768948,0.992
157,1,PA1,PA 1.4 Ip,Ip,PA 1.4 Ip,13.0344898,41.35925686,54.68890583,7.159835877,48.02408134,1.206
157,2,PA1,PA 1.12 Ihed,Ihed,PA 1.12 Ihed,11.02761905,26.10425525,45.2829968,5.879418691,35.69362602,2.868
158,1,PA1,PA 1.5 Ihed,Ihed,PA 1.5 Ihed,14.80258503,38.70060271,45.38052043,10.15308155,42.04056157,1.87
158,2,PA1,PA 1.3 Ip,Ip,PA 1.3 Ip,11.32993197,20.22403799,38.56891888,4.469867586,29.39647844,NA
159,1,PA4,PA 4.15 Ihed,Ihed,PA 4.15 Ihed,13.83918367,24.19539775,38.95233294,8.640408995,31.57386534,2.173
159,2,PA1,PA 1.6 Ip,Ip,PA 1.6 Ip,11.86564626,63.27595849,6.54181799,11.30418622,34.90888824,2.036
160,1,PA1,PA 1.3 Ip,Ip,PA 1.3 Ip,15.01795918,15.31122358,26.54256734,5.936666779,20.92689546,1.573
160,2,OC1,OC 1.7 Ip,Ip,OC 1.7 Ip,0.732040816,27.2256912,36.97296233,6.568515139,32.09932676,5.446
161,1,PA4,PA 4.5 Ihed,Ihed,PA 4.5 Ihed,15.23333333,31.58415914,44.43424395,12.72943804,38.00920154,6.251
162,2,PA4,PA 4.2 Ihed,Ihed,PA 4.2 Ihed,12.78312925,16.11255611,14.88436795,6.537372137,15.49846203,3.703
163,2,PA2,PA 2.11 Ihed,Ihed,PA 2.11 Ihed,0.463469388,16.1742306,10.20779955,8.737249061,13.19101508,2.53
164,1,PA1,PA 1.12 Ihed,Ihed,PA 1.12 Ihed,13.43115646,37.40502934,35.45061784,13.63429883,36.42782359,3.414
164,2,PA4,PA 4.19 Ip,Ip,PA 4.19 Ip,12.09353741,30.2842961,23.6254039,4.621752924,26.95485,2.263
165,1,PA3,PA 3.14 Ihed,Ihed,PA 3.14 Ihed,15.36653061,27.98635961,44.39555757,9.220179447,36.19095859,3.266
166,1,OC1,OC 1.6 Ip,Ip,OC 1.6 Ip,16.04938776,38.46556288,43.74587521,12.17748332,41.10571904,2.078
167,1,PA3,PA 3.2 Ihed,Ihed,PA 3.2 Ihed,17.2055102,25.39949911,40.26313237,8.529826143,32.83131574,1.684
168,1,PA4,PA 4.14 Ip,Ip,PA 4.14 Ip,10.46156463,32.33655641,49.60319737,5.988541131,40.96987689,0.905
168,2,PA1,PA 1.7 Ip,Ip,PA 1.7 Ip,12.63734694,31.55959729,48.20399468,4.609308323,39.88179598,1.677
169,2,PA1,PA 1.18 Ihed,Ihed,PA 1.18 Ihed,12.03183673,23.35054741,36.17848007,7.318187523,29.76451374,4.271
170,1,PA4,PA 4.18 Ip,Ip,PA 4.18 Ip,13.91857143,48.8442051,51.56124351,7.798509146,50.20272431,0.826
170,2,PA4,PA 4.1 Ihed,Ihed,PA 4.1 Ihed,0.493401361,4.886376729,18.5574249,5.09419715,11.72190081,3.719
171,1,PA1,PA 1.12 Ihed,Ihed,PA 1.12 Ihed,15.67537415,31.08001455,25.70153525,9.956443782,28.3907749,3.309
171,2,OC1,OC 1.8 Ip,Ip,OC 1.8 Ip,11.78891156,55.9172569,22.96836758,4.202954364,39.44281224,1.486
172,1,PA4,PA 4.3 Ihed,Ihed,PA 4.3 Ihed,1.326122449,21.01103406,15.65161128,7.147691294,18.33132267,5.393
172,2,PA2,PA 2.4 Ihed,Ihed,PA 2.4 Ihed,12.61489796,33.29538852,44.11579538,7.226240825,38.70559195,3.645
173,1,PA3,PA 3.7 Ihed,Ihed,PA 3.7 Ihed,1.496122449,42.48253829,35.32002525,12.60055366,38.90128177,4.438
173,2,PA1,PA 1.3 Ihed,Ihed,PA 1.3 Ihed,12.65414966,24.51458315,27.63661763,7.431205242,26.07560039,3.666
174,1,PA4,PA 4.2 Ihed,Ihed,PA 4.2 Ihed,17.0355102,34.63825173,20.40598842,11.22956564,27.52212008,2.537
175,1,PA2,PA 2.1 Ihed,Ihed,PA 2.1 Ihed,1.326122449,29.90046041,6.043451462,7.59284146,17.97195594,3.037
176,1,PA1,PA 1.18 Ihed,Ihed,PA 1.18 Ihed,16.52544218,33.65618435,28.23997965,8.916215266,30.948082,1.903
176,2,PA3,PA 3.17 Ihed,Ihed,PA 3.17 Ihed,12.07666667,26.49121007,28.32530068,3.44462619,27.40825538,1.026
177,1,PA2,PA 2.8 Ihed,Ihed,PA 2.8 Ihed,0.623401361,16.20873094,39.47435063,6.712097752,27.84154079,1.203
178,2,OC1,OC 1.9 Ip,Ip,OC 1.9 Ip,11.80761905,29.26432547,29.25894821,4.461573381,29.26163684,3.224
179,1,PA4,PA 4.19 Ip,Ip,PA 4.19 Ip,1.167414966,36.01057882,33.33772629,8.082181436,34.67415255,1.303
180,1,PA1,PA 1.4 Ip,Ip,PA 1.4 Ip,12.23258503,42.91066205,40.5832892,7.882964633,41.74697563,1.276
180,2,PA4,PA 4.5 Ihed,Ihed,PA 4.5 Ihed,0.89707483,39.55339115,37.60110671,8.103654145,38.57724893,4.147
181,2,PA4,PA 4.1 Ihed,Ihed,PA 4.1 Ihed,13.39986395,30.12682302,21.1047619,9.168372427,25.61579246,8.417899425
183,2,PA3,PA 3.17 Ihed,Ihed,PA 3.17 Ihed,12.32707483,26.66026275,18.38204217,8.127541989,22.52115246,3.757
184,1,PA1,PA 1.8 Ip,Ip,PA 1.8 Ip,13.75421769,43.06109257,48.3665697,8.618066651,45.71383113,1.769
184,2,PA4,PA 4.13 Ip,Ip,PA 4.13 Ip,11.38707483,21.30399565,13.6982067,4.180396054,17.50110117,2.48
185,2,PA2,PA 2.1 Ihed,Ihed,PA 2.1 Ihed,12.23931973,25.4306699,9.903583653,6.950445799,17.66712678,1.424
186,1,PA3,PA 3.14 Ihed,Ihed,PA 3.14 Ihed,16.20809524,31.37289862,11.17466858,8.380791678,21.2737836,1.781
187,1,PA3,PA 3.17 Ihed,Ihed,PA 3.17 Ihed,13.49918367,31.12751992,40.28437799,11.71398238,35.70594896,2.232
187,2,OC1,OC 1.6 Ip,Ip,OC 1.6 Ip,12.50462585,13.48855554,51.87874793,7.558481556,32.68365173,2.092
188,1,PA2,PA 2.4 Ihed,Ihed,PA 2.4 Ihed,13.9752381,58.08490741,22.20592936,8.181825387,40.14541839,1.739
188,2,PA4,PA 4.15 Ihed,Ihed,PA 4.15 Ihed,12.79435374,41.17311087,27.27258258,6.7710996,34.22284672,2.89
189,1,PA4,PA 4.15 Ip,Ip,PA 4.15 Ip,15.39204082,51.79413543,43.59649633,9.407112289,47.69531588,2.782
189,2,OC1,OC 1.7 Ip,Ip,OC 1.7 Ip,0.583129252,17.71515048,18.1694233,4.262477731,17.94228689,4.112
190,1,OC1,OC 1.5 Ip,Ip,OC 1.5 Ip,14.57877551,34.67615936,33.62021425,11.49545008,34.14818681,3.54
190,2,PA3,PA 3.2 Ihed,Ihed,PA 3.2 Ihed,12.21496599,25.73000161,13.87791767,5.578983942,19.80395964,3.785
191,1,PA2,PA 2.7 Ihed,Ihed,PA 2.7 Ihed,15.50537415,37.04682104,40.4660885,7.920331888,38.75645477,1.36
193,1,PA2,PA 2.6 Ihed,Ihed,PA 2.6 Ihed,14.79979592,47.04749037,35.17553135,8.095114506,41.11151086,2.33
194,2,OC1,OC 1.1 Ip,Ip,OC 1.1 Ip,1.173673469,34.35293607,34.74268815,6.219580358,34.54781211,5.012
195,1,PA1,PA 1.3 Ihed,Ihed,PA 1.3 Ihed,1.054081633,32.6028689,9.245871169,7.090326207,20.92437003,2.596
196,2,OC1,OC 1.1 Ip,Ip,OC 1.1 Ip,7.030680272,53.51689352,42.8007033,7.131706348,48.15879841,3.062
197,1,PA1,PA 1.3 Ihed,Ihed,PA 1.3 Ihed,12.75108844,28.60225467,33.25976099,7.961986196,30.93100783,1.976
198,1,PA2,PA 2.7 Ihed,Ihed,PA 2.7 Ihed,14.55326531,40.73930669,21.27368199,11.5624601,31.00649434,2.908
198,2,PA4,PA 4.18 Ip,Ip,PA 4.18 Ip,12.19442177,37.50605184,47.7991177,3.526732728,42.65258477,2.213
200,2,PA4,PA 4.17 Ip,Ip,PA 4.17 Ip,9.878911565,40.12096229,44.46399457,3.532673115,42.29247843,1.414
201,1,PA3,PA 3.3 Ihed,Ihed,PA 3.3 Ihed,14.70061224,32.31323404,34.10765734,10.13092575,33.21044569,2.488
201,2,PA1,PA 1.14 Ihed,Ihed,PA 1.14 Ihed,12.26170068,16.61297336,19.02986456,6.765286127,17.82141896,4.636
202,1,OC1,OC 1.3 Ip,Ip,OC 1.3 Ip,4.182380952,32.2168232,20.38174423,7.795236077,26.29928371,1.028
202,2,PA3,PA 3.7 Ihed,Ihed,PA 3.7 Ihed,12.53646259,36.23670064,26.36776624,8.592525994,31.30223344,4.989
203,1,OC1,OC 1.9 Ip,Ip,OC 1.9 Ip,13.84768707,45.58441744,48.9688719,12.81373027,47.27664467,3.78
203,2,PA2,PA 2.7 Ihed,Ihed,PA 2.7 Ihed,12.90088435,29.99727613,17.02507625,7.118591874,23.51117619,4.035
204,2,PA2,PA 2.5 Ihed,Ihed,PA 2.5 Ihed,12.91768707,16.16225319,42.2885089,6.73846825,29.22538104,3.116
205,1,PA1,PA 1.15 Ihed,Ihed,PA 1.15 Ihed,14.30387755,24.9755562,33.57721363,8.910397359,29.27638492,1.613
206,1,PA2,PA 2.5 Ihed,Ihed,PA 2.5 Ihed,17.57952381,15.19904775,23.20989129,8.283687102,19.20446952,1.997
206,2,PA3,PA 3.18 Ihed,Ihed,PA 3.18 Ihed,12.74394558,34.10575783,29.53261775,5.771091902,31.81918779,3.7
207,1,PA4,PA 4.7 Ihed,Ihed,PA 4.7 Ihed,13.12517007,42.89167042,22.02318697,10.82028422,32.45742869,3.645
207,2,PA1,PA 1.3 Ihed,Ihed,PA 1.3 Ihed,13.09707483,27.80413147,36.19179969,7.656278584,31.99796558,3.448
208,1,PA4,PA 4.5 Ihed,Ihed,PA 4.5 Ihed,15.94741497,38.3363185,36.38432609,7.108064127,37.3603223,1.947
208,2,PA4,PA 4.13 Ip,Ip,PA 4.13 Ip,12.49721088,28.62862503,49.39928955,3.173450219,39.01395729,2.534
209,1,PA1,PA 1.9 Ihed,Ihed,PA 1.9 Ihed,1.756802721,29.37055212,27.45632619,10.33244876,28.41343916,3.843
209,2,PA4,PA 4.15 Ip,Ip,PA 4.15 Ip,2.115578231,21.27644142,36.44012928,1.575472444,28.85828535,0.153
210,1,OC1,OC 1.5 Ip,Ip,OC 1.5 Ip,15.97006803,43.36767087,38.59478742,14.3929305,40.98122915,6.469
210,2,OC1,OC 1.7 Ip,Ip,OC 1.7 Ip,11.76836735,24.0580389,22.30099794,8.560659903,23.17951842,3.295
211,1,PA2,PA 2.9 Ihed,Ihed,PA 2.9 Ihed,15.61870748,41.68896485,65.4639302,3.795280889,53.57644752,0.332
212,1,PA4,PA 4.12 Ip,Ip,PA 4.12 Ip,1.972176871,15.35893741,15.98193129,5.803974737,15.67043435,1.315
212,2,OC1,OC 1.1 Ip,Ip,OC 1.1 Ip,0.549455782,28.29127012,42.52422692,9.109507667,35.40774852,6.268
213,1,PA2,PA 2.1 Ihed,Ihed,PA 2.1 Ihed,11.6970068,20.47600519,55.80167041,7.556647116,38.1388378,0.855
214,2,PA2,PA 2.6 Ihed,Ihed,PA 2.6 Ihed,11.84122449,46.97942349,39.45338756,3.150562467,43.21640552,1.839004619
215,1,PA4,PA 4.1 Ihed,Ihed,PA 4.1 Ihed,13.6692517,35.07959007,30.57344363,10.8196052,32.82651685,2.283
215,2,PA1,PA 1.3 Ihed,Ihed,PA 1.3 Ihed,12.83360544,23.32695965,27.30915206,7.115869811,25.31805585,3.826
216,1,PA2,PA 2.2 Ihed,Ihed,PA 2.2 Ihed,17.10911565,23.00753808,41.94183801,9.730977753,32.47468804,2.226
216,2,PA4,PA 4.9 Ihed,Ihed,PA 4.9 Ihed,12.10469388,36.56509359,31.35787652,7.821949135,33.96148506,3.804
217,2,PA1,PA 1.4 Ihed,Ihed,PA 1.4 Ihed,12.59816327,29.81465165,23.67061747,7.920235794,26.74263456,3.095
218,2,PA3,PA 3.18 Ihed,Ihed,PA 3.18 Ihed,12.69904762,34.22943764,12.95445534,8.312817065,23.59194649,3.965
219,1,PA4,PA 4.4 Ihed,Ihed,PA 4.4 Ihed,18.18306122,33.04735104,30.56523388,9.400295756,31.80629246,3.766
219,2,PA1,PA 1.7 Ip,Ip,PA 1.7 Ip,12.30653061,23.27268836,34.89458145,3.768375879,29.08363491,0.95
220,1,PA2,PA 2.8 Ihed,Ihed,PA 2.8 Ihed,11.49306122,13.01594579,25.61262614,7.654531695,19.31428596,0.957
220,2,PA2,PA 2.6 Ihed,Ihed,PA 2.6 Ihed,9.587346939,18.45976608,52.40363864,4.095464647,35.43170236,1.146
221,2,PA1,PA 1.9 Ihed,Ihed,PA 1.9 Ihed,0.530748299,36.81628431,11.00141188,9.927427329,23.9088481,6.095212273
222,1,PA1,PA 1.7 Ip,Ip,PA 1.7 Ip,2.592721088,46.66885563,30.49171962,8.480949205,38.58028763,1.016
222,2,PA4,PA 4.9 Ihed,Ihed,PA 4.9 Ihed,0.082244898,27.81130624,29.73267647,5.631402242,28.77199135,4.311
223,2,PA2,PA 2.4 Ihed,Ihed,PA 2.4 Ihed,0.627959184,31.48704479,22.55230699,5.916945842,27.01967589,4.53937619
224,1,PA2,PA 2.4 Ihed,Ihed,PA 2.4 Ihed,2.130884354,28.31222874,33.24999768,8.761997902,30.78111321,2.633
224,2,PA1,PA 1.5 Ihed,Ihed,PA 1.5 Ihed,12.98503401,26.45047614,37.59825778,10.70879516,32.02436696,3.821
225,1,PA4,PA 4.19 Ip,Ip,PA 4.19 Ip,6.826122449,22.19276887,24.51966605,5.078092734,23.35621746,1.054
225,2,PA4,PA 4.18 Ip,Ip,PA 4.18 Ip,12.04306122,28.22424137,49.44497803,5.369590827,38.8346097,2.366
226,1,PA3,PA 3.3 Ihed,Ihed,PA 3.3 Ihed,12.58115646,48.0230829,36.35276137,8.000545925,42.18792213,1.368
226,2,PA2,PA 2.5 Ihed,Ihed,PA 2.5 Ihed,12.30659864,13.32559159,32.24882622,6.33157943,22.78720891,2.89
227,2,PA4,PA 4.18 Ip,Ip,PA 4.18 Ip,12.90088435,40.57818814,13.26980748,10.41807645,26.92399781,2.159
228,1,PA2,PA 2.2 Ihed,Ihed,PA 2.2 Ihed,15.11428571,15.85955658,33.94131339,11.46434088,24.90043499,1.856
228,2,PA4,PA 4.14 Ip,Ip,PA 4.14 Ip,12.1607483,30.62237468,39.08553507,3.880812511,34.85395487,3.164
230,1,PA3,PA 3.9 Ihed,Ihed,PA 3.9 Ihed,14.63265306,31.91364733,45.30762615,9.078373318,38.61063674,1.291
231,2,PA3,PA 3.14 Ihed,Ihed,PA 3.14 Ihed,0.336394558,15.22059548,17.81897682,6.547047715,16.51978615,6.709717693
232,2,PA1,PA 1.12 Ihed,Ihed,PA 1.12 Ihed,13.24292517,25.88141645,22.95732676,6.929588598,24.4193716,9.166934301
233,1,PA4,PA 4.2 Ihed,Ihed,PA 4.2 Ihed,15.12176871,27.59104431,20.78940601,11.01727833,24.19022516,0.197
234,2,PA1,PA 1.12 Ip,Ip,PA 1.12 Ip,0.145782313,41.93362502,39.60998738,3.216892616,40.7718062,1.286131209
237,1,PA4,PA 4.16 Ip,Ip,PA 4.16 Ip,2.924285714,49.53749699,57.31875142,5.927047064,53.42812421,1.411
238,1,PA4,PA 4.13 Ip,Ip,PA 4.13 Ip,10.01387755,66.31874074,36.41490451,6.535914006,51.36682263,0.876
239,1,PA4,PA 4.1 Ihed,Ihed,PA 4.1 Ihed,14.43421769,35.34943989,31.25095895,9.734651765,33.30019942,3.647
240,1,PA4,PA 4.1 Ihed,Ihed,PA 4.1 Ihed,13.11387755,29.6174078,37.28811425,8.785087892,33.45276103,2.433
241,1,PA3,PA 3.7 Ihed,Ihed,PA 3.7 Ihed,1.326122449,35.99656733,25.21869686,10.9911784,30.6076321,5.494
242,1,PA4,PA 4.15 Ihed,Ihed,PA 4.15 Ihed,14.16789116,55.27245213,19.55952711,5.394224179,37.41598962,1.613
245,1,PA1,PA 1.12 Ip,Ip,PA 1.12 Ip,9.860884354,60.51773964,20.24814691,7.523429015,40.38294327,1.445
247,1,PA1,PA 1.2 Ihed,Ihed,PA 1.2 Ihed,0.691360544,26.79693214,30.56620099,7.378778548,28.68156656,3.031
249,1,PA4,PA 4.16 Ip,Ip,PA 4.16 Ip,12.14755102,26.43930446,19.4112411,7.608999868,22.92527278,1.516
250,1,PA1,PA 1.12 Ip,Ip,PA 1.12 Ip,12.28639456,45.86401571,44.80675968,8.333119794,45.33538769,1.377
252,1,PA1,PA 1.14 Ihed,Ihed,PA 1.14 Ihed,16.91646259,29.06892647,24.70695171,8.221593355,26.88793909,1.538
253,1,PA4,PA 4.11 Ip,Ip,PA 4.11 Ip,0.578027211,43.6091668,14.14698302,6.39790344,28.87807491,2.114
257,1,OC1,OC 1.3 Ip,Ip,OC 1.3 Ip,3.82537415,43.32333985,40.03868941,8.061415544,41.68101463,1.452
