Id,Experiment,Code,Population,Species,Comment,LatRightX,LatRightY,LatLeftX,LatLeftY,PRX,PRY,PRXtip,PRYtip
252,1,PA 1.14 Ihed,PA1,Ihed,,20.731,20.931,8.8097,18.9441,13.7082,8.2974,13.3333,33.1646
253,1,PA 4.11 Ip,PA4,Ip,,19.7938,17.0822,12.0837,22.468,14.7704,11.8088,15.3452,12.6585
257,1,OC 1.3 Ip,OC1,Ip,,19.5314,17.4237,8.5682,21.9223,15.7326,13.3958,14.458,19.0191
26,1,PA 4.14 Ip,PA4,Ip,,22.989,27.1689,4.2748,31.0637,15.3894,21.0416,14.2969,36.2885
27,1,OC 1.8 Ip,OC1,Ip,,21.7541,17.0993,3.1824,20.7566,13.5369,13.8694,14.5819,34.8636
27,2,PA 4.4 Ihed,PA4,Ihed,,13.6998,9.3256,7.8883,12.7252,10.4796,6.7992,12.195,24.2963
28,2,PA 1.4 Ip,PA1,Ip,,12.5302,11.501,7.2359,9.6998,10.23,7.579,9.6686,25.1073
29,1,OC 1.6 Ip,OC1,Ip,,23.7015,18.7617,3.8473,20.0442,14.2969,14.1069,13.3944,35.196
29,2,PA 4.16 Ip,PA4,Ip,,11.5972,12.4445,8.1664,10.6563,9.6296,6.8304,8.4133,18.386
3,1,PA 4.13 Ip,PA4,Ip,,22.3716,19.5217,7.4097,26.1714,18.9042,14.9619,19.5217,34.6261
3,2,PA 3.1 Ihed,PA3,Ihed,,14.6511,18.3626,5.9493,21.1073,10.3548,6.8928,8.7953,25.1696
30,2,PA 1.3 Ip,PA1,Ip,,13.5049,14.4874,7.9844,12.2729,10.6979,6.3314,10.3236,24.5459
31,1,PA 3.18 Ihed,PA3,Ihed,,23.3215,22.5616,6.2222,27.6439,14.4394,15.2469,14.7719,34.2936
32,1,PA 2.9 Ihed,PA2,Ihed,,20.1604,19.2148,7.6643,19.0274,13.3958,8.6765,14.7287,32.7648
32,2,PA 2.9 Ihed,PA2,Ihed,,12.8733,21.0527,7.2359,12.6628,9.6219,7.2983,10.5107,24.1404
33,1,PA 1.18 Ihed,PA1,Ihed,,22.5804,20.756,9.5845,19.4064,15.1703,6.6854,15.7326,32.8272
33,2,PA 2.8 Ihed,PA2,Ihed,,11.7193,11.041,6.386,10.269,9.2944,6.1131,8.6394,24.078
35,1,PA 3.2 Ihed,PA3,Ihed,,18.1068,20.3978,8.2433,21.4766,12.7752,10.1343,11.4089,32.7023
36,1,PA 2.1 Ihed,PA2,Ihed,,22.0848,25.5587,10.4551,22.5263,15.1203,6.0773,14.4205,32.7564
37,2,PA 2.11 Ihed,PA2,Ihed,,12.2495,18.9474,6.3704,12.0702,9.6141,6.7836,8.9435,20.9279
38,1,PA 4.18 Ip,PA4,Ip,,23.1511,17.0488,13.9873,14.258,17.8694,10.9466,17.9194,12.7918
38,2,PA 4.5 Ihed,PA4,Ihed,,13.6608,17.4347,5.7388,12.4679,9.809,6.768,10.7681,24.2807
39,1,PA 2.6 Ihed,PA2,Ihed,,17.8528,11.8963,9.7553,13.1001,14.3039,8.3099,15.8367,32.7606
39,2,PA 2.1 Ihed,PA2,Ihed,,15.3451,18.1521,7.1735,11.7895,9.7466,6.7291,11.384,24.9357
4,1,PA 1.2 Ihed,PA1,Ihed,,20.3895,16.2449,5.7107,21.1351,14.9662,8.3849,15.9159,11.6005
4,2,PA 1.1 Ip,PA1,Ip,,12.2495,8.7382,8.8889,7.9532,10.4796,7.1111,9.1696,23.9221
40,1,PA 1.6 Ip,PA1,Ip,,19.4314,12.946,8.6848,17.707,14.8579,7.6601,15.2577,32.7398
41,2,PA 3.7 Ihed,PA3,Ihed,,14.1287,17.4581,4.7018,12.0312,9.4503,7.2671,9.4737,24.8188
42,1,PA 4.14 Ip,PA4,Ip,,17.4196,18.1068,7.8475,18.8691,13.4208,12.696,15.4952,32.7648
43,1,PA 2.11 Ihed,PA2,Ihed,,18.7608,13.6707,8.8639,16.3491,13.7915,7.9933,15.4077,32.7898
43,2,PA 4.2 Ip,PA4,Ip,,13.6349,10.6433,6.9396,12.7798,11.1501,7.1345,8.7174,24.9591
44,2,OC 1.8 Ip,OC1,Ip,,11.0176,13.1618,6.6355,9.1072,10.3314,6.2456,7.961,24.9981
45,1,PA 4.4 Ihed,PA4,Ihed,,15.5785,19.4772,4.8818,21.6599,10.2926,15.5077,9.5928,31.2152
46,2,PA 4.3 Ihed,PA4,Ihed,,11.0643,12.9851,6.1365,13.7128,9.4633,7.4594,8.2677,25.2216
47,1,PA 1.3 Ihed,PA1,Ihed,,19.4356,14.0998,9.3721,18.3693,12.7543,7.3519,12.3878,32.7023
47,2,PA 3.17 Ihed,PA3,Ihed,,14.2924,14.4952,8.2651,15.6647,10.0273,9.8012,11.462,25.3438
48,2,PA 2.7 Ihed,PA2,Ihed,,13.6712,16.6342,5.5517,12.3327,8.9279,7.2749,7.6024,24.9279
49,2,PA 4.11 Ip,PA4,Ip,,13.4971,11.9532,7.5556,9.9805,10.4718,7.8363,7.9766,24.9435
5,1,PA 4.2 Ip,PA4,Ip,,19.9563,15.7951,3.7863,25.2421,11.084,10.1468,11.9088,20.4686
5,2,PA 4.7 Ihed,PA4,Ihed,,14.0585,13.9883,4.2807,16.7876,9.8168,6.963,10.1755,24.195
50,1,PA 1.1 Ip,PA1,Ip,,21.6682,16.3449,9.1971,17.2321,15.1953,10.3843,15.6451,32.6273
50,2,PA 4.3 Ihed,PA4,Ihed,,15.384,16.3431,5.5127,14.5809,11.5478,6.807,10.308,25.2164
51,1,PA 4.2 Ihed,PA4,Ihed,,19.8688,25.9419,10.3968,19.4939,16.045,8.1475,16.145,29.8532
51,2,PA 3.2 Ihed,PA3,Ihed,,14.9162,23.5634,7.54,17.4659,10.5653,8.2885,11.5322,25.2008
52,1,PA 3.1 Ihed,PA3,Ihed,,13.3458,19.6314,3.0241,21.7807,9.472,12.796,10.0968,32.7023
52,2,PA 4.5 Ihed,PA4,Ihed,,9.8922,8.1222,8.3223,13.6634,10.5367,7.592,9.6842,8.1846
53,1,PA 2.8 Ihed,PA2,Ihed,,23.7842,24.459,7.356,19.8771,12.7169,8.2849,12.8002,10.9674
53,2,PA 1.12 Ihed,PA1,Ihed,,13.3957,18.4016,6.7369,17.4035,9.7466,7.8051,9.5907,24.8266
54,1,OC 1.2 Ip,OC1,Ip,,24.1175,16.3574,3.6239,21.6182,15.0578,6.7479,18.3318,32.9022
54,2,OC 1.5 Ip,OC1,Ip,,15.7193,12.4289,7.4542,17.9182,11.6959,6.0351,9.3411,24.2028
55,1,PA 1.3,PA1,Ip,,21.3433,15.7701,7.5226,15.8825,14.4455,8.8847,15.7701,30.8903
56,1,PA 2.2 Ihed,PA2,Ihed,,26.3918,23.1178,4.1987,22.518,15.6326,7.1728,14.8329,32.8647
56,2,PA 4.14 Ip,PA4,Ip,,14.9006,10.7213,7.462,14.5887,10.5341,6.5731,8.3509,23.4308
57,1,PA 2.4 Ihed,PA2,Ihed,,22.5929,25.2421,3.4989,23.8426,12.5961,7.9975,13.8957,32.7773
57,2,PA 4.9 Ihed,PA4,Ihed,,13.6453,13.0215,5.7076,21.0683,10.1365,8.1014,7.8285,24.9201
58,2,PA 4.7 Ihed,PA4,Ihed,,13.7232,12.6004,4.117,23.1423,9.9805,6.5653,6.9084,24.8577
59,1,PA 3.18 Ihed,PA3,Ihed,,22.318,15.2327,7.2727,19.4939,15.7951,7.885,15.4202,32.7898
6,1,PA 1.4 Ip,PA1,Ip,,17.9194,20.4686,8.0475,19.0191,15.0453,8.3474,17.4695,32.7273
6,2,PA 2.2 Ihed,PA2,Ihed,,14.4588,15.0332,5.4581,19.3763,10.6667,7.2983,10.9474,23.7973
62,1,PA 1.5 Ihed,PA1,Ihed,,24.1924,22.8429,9.0972,25.8419,14.6954,10.1343,16.045,32.7648
62,2,PA 2.8 Ihed,PA2,Ihed,,12.6316,17.3724,7.4386,23.8909,9.9026,8.1949,9.4815,24.3041
63,2,PA 1.4 Ihed,PA1,Ihed,,10.1209,17.7466,7.2281,13.4737,10.4873,8.5926,8.7408,25.1073
64,1,PA 4.7 Ihed,PA4,Ihed,,25.3671,24.3924,11.1965,17.7694,16.8447,12.5586,18.9691,14.9578
65,2,PA 1.4 Ihed,PA1,Ihed,,12.577,16.1092,5.2944,11.4152,8.9591,7.2983,9.4113,25.4971
66,1,PA 3.18 Ihed,PA3,Ihed,,15.6451,23.5177,3.149,16.8322,7.4477,14.483,8.6973,32.7273
67,2,PA 2.11 Ihed,PA2,Ihed,,12.733,18.5419,5.6998,16.7018,10.1599,7.6335,10.0975,24.6706
68,2,PA 3.9 Ihed,PA3,Ihed,,15.1813,17.9649,6.2144,10.1833,8.8655,7.3996,10.0351,25.1696
69,1,PA 1.1 Ip,PA1,Ip,,22.1722,18.8191,12.8585,15.3036,15.3744,11.284,18.69,32.8147
69,2,PA 1.3 Ip,PA1,Ip,,13.1384,11.4308,6.5731,15.5868,9.848,7.0721,7.9454,24.5692
7,2,OC 1.6 Ip,OC1,Ip,,13.731,14.347,6.1832,9.7154,10.7213,6.2222,10.4406,6.6433
70,1,PA 1.14 Ihed,PA1,Ihed,,22.518,15.9575,8.6473,22.2181,15.8201,7.8725,15.995,32.6898
70,2,PA 4.2 Ihed,PA4,Ihed,,14.1209,19.4152,6.0741,18.4172,8.9123,6.6979,7.3217,24.5303
71,1,OC 1.5 Ip,OC1,Ip,,19.9967,19.7592,2.1849,20.7566,11.162,12.872,13.3944,35.196
72,1,PA 4.2 Ip,PA4,Ip,,18.6317,12.0462,7.0603,16.9322,14.358,7.5601,15.2077,32.7273
73,1,PA 4.17 Ip,PA4,Ip,,17.8319,10.8758,11.3173,16.7573,15.4452,9.9969,14.3455,32.6398
74,1,PA 1.9 Ihed,PA1,Ihed,,23.6926,16.7698,6.8229,17.8569,15.1453,6.248,14.4955,32.6398
74,2,PA 4.4 Ihed,PA4,Ihed,,15.8987,19.1657,5.5127,11.6024,9.0371,6.4016,11.3762,23.9377
75,2,PA 4.1 Ihed,PA4,Ihed,,12.6862,15.0748,8.7771,6.4769,9.8688,6.0247,10.5133,25.0449
76,1,PA 1.4 Ihed,PA1,Ihed,,19.3689,23.6051,7.0978,22.9928,12.6211,10.5092,12.4961,11.8838
76,2,PA 3.1 Ihed,PA3,Ihed,,14.7109,18.1417,8.4938,8.3171,9.4893,7.0565,12.733,24.2807
79,2,PA 3.1 Ihed,PA3,Ihed,,13.783,21.1462,6.3782,13.1774,9.4503,7.2827,9.5127,24.9669
8,2,OC 1.2 Ip,OC1,Ip,,12.3665,10.5263,5.4269,15.4542,10.23,7.0799,8.2651,24.6082
80,1,PA 3.1 Ihed,PA3,Ihed,,22.7179,22.5305,5.2734,23.93,14.6954,8.4224,15.0453,32.8023
80,2,PA 4.2 Ip,PA4,Ip,,12.694,15.9662,7.8389,14.1781,9.7622,6.8616,9.3567,24.733
82,1,OC 1.7 Ip,OC1,Ip,,22.5679,18.3818,8.8097,22.7554,15.0328,8.3724,16.5323,32.8023
83,2,PA 2.1 Ihed,PA2,Ihed,,10.8148,12.5302,4.8733,15.4464,8.7096,7.7271,9.1462,8.1794
84,1,PA 1.8 Ip,PA1,Ip,,21.2933,18.9691,6.6479,22.0181,15.8076,9.0472,16.3574,33.5895
85,1,PA 3.14 Ihed,PA3,Ihed,,22.5555,19.294,8.8847,18.4692,16.4574,9.0222,16.6573,33.5395
86,1,PA 1.1 Ihed,PA1,Ihed,,23.2427,18.9441,11.8338,20.4936,16.8572,9.2221,17.8319,33.6145
87,1,PA 4.5 Ihed,PA4,Ihed,,24.6215,22.014,10.6592,17.7819,15.7243,8.035,16.1241,33.6437
88,1,OC 1.1 Ip,OC1,Ip,,27.2582,15.3619,4.8985,20.5436,16.6865,8.6098,16.2866,33.6062
88,2,PA 2.2 Ihed,PA2,Ihed,,10.7836,18.8538,6.0273,15.9454,10.4484,6.4873,8.7641,24.9825
90,1,PA 4.13 Ip,PA4,Ip,,22.5763,18.2276,9.0972,24.1091,15.7368,13.1709,19.1024,33.7061
90,2,PA 1.1 Ihed,PA1,Ihed,,12.9279,8.7486,5.8168,9.3256,10.0429,6.3158,8.3275,24.4991
91,1,OC 1.9 Ip,OC1,Ip,,27.5164,26.5167,4.4986,25.3671,15.6201,10.8466,14.8204,15.4452
91,2,PA 1.9 Ihed,PA1,Ihed,,14.6225,11.488,6.9006,9.7388,10.0507,6.4016,10.1755,24.4445
92,1,PA 4.9 Ihed,PA4,Ihed,,13.4291,15.2702,4.0821,13.2709,9.647,9.2763,9.697,12.0254
93,1,PA 1.3,PA1,Ip,,27.1832,19.8563,11.688,21.1392,18.5817,11.8963,11.6089,33.4645
93,2,PA 1.8 Ip,PA1,Ip,,12.2651,8.2547,6.2066,11.7739,10.5731,7.579,9.2632,25.154
94,1,PA 4.17 Ip,PA4,Ip,,24.6558,13.011,12.83,16.3036,19.2945,9.0633,19.2256,34.7491
94,2,PA 1.18 Ihed,PA1,Ihed,,13.6764,10.0039,5.8376,14.2145,10.82,6.7187,10.3106,24.4237
95,1,PA 4.16 Ip,PA4,Ip,,18.9282,20.7254,6.2577,21.1132,14.9073,15.4374,14.9073,34.7147
95,2,PA 1.15 Ihed,PA1,Ihed,,13.3879,15.5634,5.0448,18.4172,9.9104,7.5322,9.3489,25.0293
96,2,PA 3.18 Ihed,PA3,Ihed,,12.9305,15.7583,5.3931,18.295,9.9207,5.7232,7.8519,24.3691
98,1,PA 4.11 Ip,PA4,Ip,,24.6429,20.6737,10.5502,16.6139,17.5836,12.3085,17.0018,34.7017
99,1,PA 2.7 Ihed,PA2,Ihed,,19.8542,20.9466,1.5674,23.1315,12.207,14.2019,10.6396,35.5285
